No.,name,Series,Model_Name,Model_Number,Color,Price(THB),Type,Suitable_For,Power_Supply,Processor_Brand,Processor_Name,Vaiant,Clock_Speed,Cache(MB),SSD_Capacity(GB),HDD_Capacity(GB),RAM(GB),RAM_Type,Expandable_Memory,Memory_Slots,RAM_Frequency(MHz),Graphic_Processor_Brand,Graphic_Processor,GPU_Score,Operating_System,Mic_In,USB_Port,HDMI_Port,Touchscreen,ScreenSize(inch),ScreenReolution,Screen_Type,Speakers,Internal_Mic,Wireless_LAN,Bluetooth,Weight(KG),Finger_Print_Sensor,Keyboard,Backlit_Keyboard,Ethernet,Web_Camera,Pointer_Device,Battery_Backup,RJ45,Refresh_Rate
804,ASUS,VivoBook Flip 14 (2022),N/A,TM420UA-EC501TS,Bespoke Black,25063.72,2 in 1 Laptop,Processing & Multitasking,65W AC Adapter,AMD,Ryzen 5,N/A,2.1 GHz with Turbo Boost Upto 4.0 GHz,8,512,0,8,DDR4,N/A,N/A,N/A,AMD,Radeon Graphics,3,Windows 10 Home,Yes,"1 x USB 2.0 Type-A, 1 x USB 3.2 Gen 2 Type-A, 1 x USB 3.2 Gen 2 Type-C",1 x HDMI 1.4,Yes,14,1920x1080,"Full HD LED Backlit Anti-glare Display (250 nits Brightness, 45% NTSC Color Gamut, 82? Screen-to-body Ratio, IPS Level Panel)",Built-in Speakers,Built-in Array Microphone,Wi-Fi 6 (802.11ax),5,1.5,Yes,Backlit Chiclet Keyboard,Yes,No,720p HD Webcam (Without Privacy Shutter),Touchpad,N/A,N/A,N/A
805,MSI,GF65 Thin,GF65 Thin 10SDR-1283IN,GF65 Thin 10SDR-1283IN,Black,30236.42,Gaming Laptop,Processing & Multitasking,180W Adapter,Intel,Core i5,10500H,2.5 GHz with Turbo Boost upto 4.5 GHz,12,512,0,16,DDR4,N/A,N/A,N/A,NVIDIA,GTX 1660 Ti,5.3,Windows 10 Home,N/A,"2x Type-C USB3.2 (Gen1), 2x Type-A USB3.2 (Gen1)",1 x HDMI Port,No,15.6,1920x1080,"Full HD LED Backlit IPS Display (144Hz Refresh Rate, 45%NTSC Color Gamut)",Built in Dual Speakers,Built-in Microphones,Intel Wi-Fi 6 AX201(2*2 ax),5.1,1.86,No,Single Backlit Keyboard (Red),Yes,Yes,720p HD Webcam (30fps@720p),Touchpad,N/A,Yes,144 Hz
806,ASUS,ZenBook 14,ZenBook 14,UM425UA-AM502TS,Lilac Mist,31032.22,Thin and Light Laptop,Processing & Multitasking,65 W AC Adapter,AMD,Ryzen 5,55500U,"2.1GHz (8M Cache, up to 4.0GHz, 6 cores)",8,512,0,8,LPDDR4X,N/A,N/A,N/A,AMD,Radeon Graphics,3,Windows 10 Home,Yes,"2x USB 3.2 Gen 2 Type-C support display / power delivery, 1x USB 3.2 Gen 2 Type-A",1x HDMI 2.1,No,14,1920x1080,"14.0-inch FHD (1920 x 1080) 16:9, Anti-glare display, LED Backlit, sRGB: 100%, Screen-to-body ratio: 90 ?",Built-in Speakers,Built-in Array Microphone,IEEE 802.11ax (2x2),6,1.22,No,Backlit Chiclet Keyboard,Yes,No,720p HD camera,Touchpad,3-5 hours,No,N/A
807,DELL,Inspiron,N/A,Inspiron 5418,Silver,25580.99,Thin and Light Laptop,Processing & Multitasking,N/A,Intel,Core i5,11300H,2.6 GHz upto Max Turbo Frequency at 4.4 GHz,8,512,0,8,DDR4,32,2,3200,Intel,Iris Xe,3,Windows 10,Yes,"2 x USB 3.2 Type A,1 x USB 3.2 Type C",1 x HDMI Port (v1.4),No,14,1920x1080,Full HD WVA Anti-Glare Display,Yes,Yes,Intel Wi-Fi 6 (2x2) (Gig+),5.1,1.5,Yes,English International Backlit Keyboard,Yes,No,HD Webcam,Touchpad,Upto 6 hours,No,N/A
808,DELL,Inspiron,Inspiron 5410,Inspiron 5410,Silver,29042.72,2 in 1 Laptop,Processing & Multitasking,N/A,Intel,Core i5,1135G7,2.4 GHz upto Max Turbo Frequency at 4.2 GHz,8,512,0,8,DDR4,16,2,3200,Intel,Iris Xe,3,Windows 10,Yes,"2 x USB 3.2 Type A, 1 x USB 3.2 Type C",1 x HDMI Port (v1.4),Yes,14,1920x1080,Full HD WVA Touch Display with Active Pen,Yes,Yes,Intel Wi-Fi 6 (2x2) (Gig+),5,1.56,Yes,Backlit Keyboard,Yes,No,HD Webcam,Touchpad and Active Pen,Upto 6 hours,No,N/A
809,DELL,Inspiron,N/A,INSPIRON 3501,Softmint,27056.8,Thin and Light Laptop,"Processing & Multitasking, Everyday Use",N/A,Intel,Core i5,1135G7,2.4 GHz upto Max Turbo Frequency at 4.2 GHz,8,256,1000,8,DDR4,16,2,2666,NVIDIA,MX330,3.5,Windows 10,Yes,"USB 3.2 Gen 1 (x2), USB 2.0 (x1)",1 x HDMI 1.4 Port,No,15.6,1920x1080,Full HD Anti Glare Display,Yes,Yes,802.11ac,5,1.83,No,English International Backlit Keyboard,Yes,Yes,HD Webcam,Touchpad,Upto 7 hours,Yes,N/A
810,DELL,Inspiron,Inspiron 3501,Inspiron 3501,Accent Black,22278.42,Thin and Light Laptop,"Processing & Multitasking, Everyday Use",N/A,Intel,Core i5,1135G7,2.4 GHz upto max turbo frequency at 4.2 GHz,8,256,1000,4,DDR4,16,2 Slots,2666,Intel,Iris Xe,3,Windows 10,Yes,"2 x USB 3.2 (Gen 1), 1 x USB 2.0",1 x HDMI Port (v1.4),No,14.9,1920x1080,"Full HD LED Backlit, Anti-Glare Display",Built-In Speakers,Built-in Microphones,802.11 ac,5,1.83,No,Standard English Keyboard,No,Yes,720p HD Webcam,Touchpad,Upto 7 hours,Yes,N/A
811,ASUS,ASUS TUF Dash Series,FX516PM-HN157TS,FX516PM-HN157TS,Eclipse Grey,35409.12,Gaming Laptop,Gaming,200W AC Adapter,Intel,Core i5,11300H,2.6 GHz with Turbo Boost Upto 4.4 GHz,8,512,0,16,DDR4,32,2,3200,NVIDIA,RTX 3060,6,Windows 10 Home,Yes,"1 x Type C USB 3.2 Gen 2, 1x Thunderbolt™ 4 support DisplayPort™ / power delivery",1 x HDMI 2.0b,No,15.6,1920x1080,"15.6-inch,FHD (1920 x 1080) 16:9,anti-glare display, Refresh Rate:144 Hz,IPS-level",Built-in Speaker,Built-in Array Microphone,Wi-Fi 6(802.11ax) Dual band (2*2),6,2,No,Backlit RGB Chiclet Keyboard,Yes,10/100/1000 Mbps,NA - No In-Built Camera,Touchpad,5 hours,Yes,144 Hz
812,DELL,Inspiron,Inspiron 3501,Inspiron 3501,Soft Mint,16110.97,Thin and Light Laptop,"Everyday Use, Processing & Multitasking",N/A,Intel,Core i3,1005G1,1.2 GHz with Max Turbo Frequency Upto 3.4 Ghz,4,256,0,8,DDR4,N/A,2 Slots,2666,Intel,UHD,2,Windows 10,Yes,"2 x USB 3.2 Gen 1, 1 x USB2.0",1x HDMI v1.4,No,15.6,1920x1080,"Full HD LED Backlit, Anti-Glare Display",Built-in Speakers,Built-in Microphones,802.11ac,5,1.83,No,Standard English Keyboard,No,Yes,720p HD Webcam,Touchpad,Upto 7 hours,Yes,N/A
813,DELL,Inspiron,N/A,INSPIRON 3501,Softmint,17905.1,Thin and Light Laptop,"Processing & Multitasking, Everyday Use",N/A,Intel,Core i3,1115G4,1.7 GHz upto Max Turbo Frequency at 4.1 GHz,6,0,1000,8,DDR4,16,2,2666,Intel,UHD,2,Windows 10,Yes,"USB 3.2 Gen 1 (x2), USB 2.0 (x1)",1 x HDMI 1.4 Port,No,15.6,1920x1080,Full HD Anti Glare Display,Yes,Yes,802.11ac,5,1.83,No,English International Non Backlit Keyboard,No,Yes,HD Webcam,Touchpad,Upto 7 hours,Yes,N/A
814,HP,N/A,N/A,14s-DQ2100TU,Jet Black,17662.78,Thin and Light Laptop,Processing & Multitasking,N/A,Intel,Core i3,1115G4,Max Turbo Boost Frequency Up to 4.10 GHz,6,256,0,8,DDR4,16,N/A,2666,Intel,UHD,2,Windows 10 Home,Yes,"1 x SuperSpeed USB Type-C (5 Gbps Signaling Rate), 2 x SuperSpeed USB Type-A (5 Gbps Signaling Rate)",1 x HDMI Port (v1.4b),No,14,1366x768,"HD LED Backlit BrightView Micro-edge IPS Display (250 nits Brightness, 112 PPI, 45% NTSC Color Gamut)",Built-in Dual Speakers,Integrated Dual Array Digital Microphone,Realtek RTL8822CE 802.11a/b/g/n/ac (2x2) Wi-Fi,5,1.46,No,Full-size Jet Black Keyboard,No,No,HP True Vision 720p HD Webcam,Touchpad with Multi-Touch Gesture Support,Upto 12 hours,N/A,N/A
815,Lenovo,Intel EVO,Yoga 7i,82BH004HIN,Slate Grey,40983.3,Laptop,Everyday Use,N/A,Intel,Core i7,N/A,N/A,N/A,512,0,16,DDR4,N/A,N/A,N/A,Intel,Iris Xe,3,Windows 10 Home,N/A,N/A,N/A,No,14,1920x1080,N/A,N/A,N/A,N/A,Yes,N/A,No,N/A,N/A,No,No,Touchpad,3HRS,N/A,N/A
816,Lenovo,Yoga Slim 7 Intel EVO,N/A,Carbon 13ITL5,Moon White,43765.02,Thin and Light Laptop,Processing & Multitasking,65W USB-C Slim AC Adapter,Intel,Core i7,N/A,2.8 GHz with Turbo Boost Upto 4.7 GHz,12,1000,0,16,LPDDR4X,N/A,N/A,N/A,Intel,Iris Xe,3,Windows 10 Home,Yes,"1 x USB-C 3.2 Gen 2 (Support Data Transfer, Power Delivery 3.0 and DisplayPort 1.4), 2 x Thunderbolt 4 / USB4 40Gbps (Support Data Transfer, Power Delivery 3.0 and DisplayPort 1.4), 1 x USB-C 3-in-1 Hub",N/A,No,13.3,2560x1600,"Quad HD Low Power Dolby Vision Anti-glare Display (300 nits Brightness, 100% sRGB)",Built-in Dual Speakers,Built-in Dual Array Microphone,"11ax, (2x2)",5.1,0.966,No,Backlit English Keyboard,Yes,No,720p IR ToF Webcam,Touchpad,Upto 13 Hours,N/A,N/A
817,DELL,N/A,XPS 7390,D560020WIN9S,Silver,37796.52,Laptop,Everyday Use,N/A,Intel,Core i5,N/A,N/A,N/A,512,0,8,DDR3,N/A,N/A,N/A,Intel,UHD,2,Windows 10,N/A,N/A,N/A,No,13.3,1920x1080,N/A,N/A,N/A,N/A,Yes,N/A,No,N/A,N/A,No,No,Touchpad,3HRS,N/A,N/A
818,DELL,N/A,Inspiron 3501,D560424WIN9S,Soft Mint,17105.72,Laptop,Everyday Use,N/A,Intel,Core i3,N/A,N/A,N/A,0,1000,8,DDR4,N/A,N/A,N/A,Intel,UHD,2,Windows 10 Home,N/A,N/A,N/A,No,15.6,1920x1080,N/A,N/A,N/A,N/A,Yes,N/A,No,N/A,N/A,No,No,Touchpad,3HRS,N/A,N/A
819,MSI,GF63 Thin,GF63 Thin 10SCXR-1617IN / GF63 Thin 10SC-610IN,GF63 Thin 10SCXR-1617IN / GF63 Thin 10SC-610IN,Black,26854.27,Gaming Laptop,Gaming,120W Adapter,Intel,Core i7,10750H,2.6 GHz with 5 GHz Max Turbo Boost Frequency,12,256,1000,8,DDR4,N/A,N/A,N/A,NVIDIA,GTX 1650 ,4.5,Windows 10 Home,N/A,"1x Type-C USB3.2 (Gen1), 3x Type-A USB3.2 (Gen1)",1 x HDMI Port,No,15.6,1920x1080,"Full HD LED Backlit IPS Display (60Hz Refresh Rate, 45%NTSC Color Gamut)",Built in Dual Speakers,Built-in Microphones,Intel Wi-Fi 6 AX201(2*2 ax),5.1,1.86,No,Single Backlit Keyboard (Red),Yes,Yes,720p HD Webcam (30fps@720p),Touchpad,N/A,Yes,60 Hz
820,HP,14s,N/A,14s- DY2501TU,Natural Silver,15119.8,Thin and Light Laptop,Processing & Multitasking,N/A,Intel,Core i3,1115G4,4.1 GHz Max Turbo Frequency,6,256,0,8,DDR4,N/A,N/A,2666,Intel,UHD,2,Windows 10 Home,Yes,"1 x SuperSpeed USB Type C (5 Gbps Signaling Rate), 2 x SuperSpeed USB Type A (5 Gbps Signaling Rate)",1 x HDMI Port (v1.4b),No,14,1920x1080,"Full HD WLED Backlit, IPS BrightView Micro-Edge Display (250 nits Brightness, 45% NTSC Color Gamut, 157 PPI)",Built-in Dual Speakers,Integrated Dual Array Digital Microphones,Realtek RTL8822CE 802.11a/b/g/n/ac (2x2),5,1.46,No,Full-size Natural Silver English Keyboard,No,No,HP True Vision 720p HD Webcam,HP Imagepad with Multi-touch Gesture Support,N/A,No,N/A
821,acer,Nitro 5,N/A,AN515-45/ AN515-45-R2GL,Black,37796.52,Gaming Laptop,Gaming,3-pin 180 W AC Adapter,AMD,Ryzen 7,5800H,"3.2 GHz, Max Turbo Boost Frequency Up to 4.40 GHz",N/A,256,1000,16,DDR4,32,N/A,N/A,NVIDIA,RTX 3060,6,Windows 10 Home,Yes,"2 x USB 3.2 Gen 1, 1 x USB Type-C Port (USB 3.2 Gen 2), 1 x USB 3.2 Gen 2 Port with Power-off Charging",1 x HDMI Port,No,15.6,1920x1080,"Full HD With IPS (In-Plane Switching) technology ( Acer ComfyView LED-backlit TFT LCD, 16:9 aspect ratio, supporting 144 Hz refresh rate)",Built-in Speaker,Built-in Dual Microphones,802.11a/b/g/n/acR2+ax wireless LAN,5.1,2.4,No,FineTip RGB-backlit Keyboard with Independent Standard Numeric Keypad ( International Language Support),Yes,Killer Ethernet E2600,"720p HD Webcam (1280 x 720 Resolution, Super High Dynamic Range Imaging)","Multi-gesture Touchpad, Supporting Two-finger Scroll; Pinch; Gestures to Open Cortana, Action Center, Multitasking; Application Coands",N/A,Yes,144 Hz
822,ASUS,ZenBook Duo 14 (2021) Touch Panel,N/A,UX482EG-KA711TS,Celestial Blue,54508.32,Thin and Light Laptop,Processing & Multitasking,65W AC Adapter,Intel,Core i7,1165G7,2.8 GHz with Turbo Boost Upto 4.7 GHz,12,1000,0,16,LPDDR4X,N/A,N/A,4266,Intel,Iris Xe,3,Windows 10 Home,Yes,"1 x USB 3.2 Gen 1 Type-A, 2 x Thunderbolt 4 Supports External Display and power delivery",1 x HDMI 1.4,Yes,14,1920x1080,"Full HD LED Backlit LCD IPS-level Anti-Glare Touch Display (400 nits Brightness, 100% sRGB Color Gamut, Pantone Validated, 93% Screen to Body Ratio)",Built-in Speakers,Built-in Array Microphones,Wi-Fi 6 (802.11ax) Dual Band (2x2),5,1.62,No,Backlit Chiclet Keyboard,Yes,No,HD Webcam with IR Function to Support Windows Hello Facial recognition Login (Without Privacy Shutter),"Touchpad, ScreenPad Plus (12.65 inch 1920 x 515 Pixel Touch IPS-level Panel Support Stylus)",N/A,N/A,N/A
823,ASUS,ROG Strix G15 (2020),N/A,G512LI-HN118TS,Electro Punk Plastic,31032.22,Gaming Laptop,"Gaming, Processing & Multitasking",150W AC Adapter,Intel,Core i5,N/A,2.5 GHz with Turbo Boost Upto 4.5 GHz,8,1000,0,8,DDR4,32,N/A,N/A,NVIDIA,GTX 1650 Ti,4.6,Windows 10 Home,Yes,"1 x Type C USB 3.2 Gen 2 with Display Port and G-Sync, 3 x USB 3.2 Gen 1 Type-A",1 x HDMI 2.0b,No,15.6,1920x1080,"Full HD Anti-glare Display (IPS level Panel, 250nits Brightness, 1:1000 Contrast, 170 Viewing Angle, 45% NTSC Color Gamut, 67% SRGB)",Built-in Speaker,Built-in Array Microphone,Wi-Fi 6(802.11ax) Dual band (2*2),5.1,2.3,No,Backlit RGB Chiclet Keyboard,Yes,10/100/1000 Mbps,No,Touchpad,N/A,N/A,N/A
824,DELL,Inspiron,N/A,Inspiron 5410,Silver,25063.72,2 in 1 Laptop,Processing & Multitasking,N/A,Intel,Core i3,1125G4,1.7 GHz upto Max Turbo Frequency at 4.1 GHz,8,512,0,8,DDR4,16,2,3200,Intel,UHD,2,Windows 10,Yes,"2 x USB 3.2 Type A, 1 x USB 3.2 Type C",1 x HDMI Port (v1.4),Yes,14,1920x1080,Full HD WVA Touch Display with Active Pen,Yes,Yes,Intel Wi-Fi 6 (2x2) (Gig+),5,1.56,Yes,Backlit Keyboard,Yes,No,HD Webcam,Touchpad and Active Pen,Upto 6 hours,No,N/A
825,MSI,Prestige 14 EVO,Prestige 14 Evo A11M-436IN,Prestige 14 Evo A11M-436IN,Carbon Gray,32026.97,Thin and Light Laptop,Processing & Multitasking,65W AC adapter,Intel,Core i5,1135G7,2.4 GHz with Turbo Boost Upto 4.2 GHz,N/A,512,0,16,LPDDR4X,N/A,N/A,N/A,Intel,Iris Xe,3,Windows 10 Home,Yes,"2 x Type-C (Thunderbolt 4), 1x Type -A USB 2.0",N/A,No,14,1920x1080,sRGB100% 300nits 1W Panel,Built-in Dual Speakers,Built-in Microphones,Intel Wi-Fi 6 AX201 (2x2 ax),5.1,1.29,Yes,Single Backlight Keyboard (White),Yes,No,IR HD Type 30fps at 720p,Touchpad,N/A,N/A,N/A
826,HP,N/A,N/A,15s-EQ2040AU,Natural Silver,20487.87,Thin and Light Laptop,Processing & Multitasking,N/A,AMD,Ryzen 5,5500U,4.0 GHz Max Turbo Frequency,8,512,0,8,DDR4,16,N/A,N/A,AMD,Radeon Graphics,3,Windows 10 Home,Yes,"1 x Super Speed USB Type-C 5Gbps Signaling Rate, 2 x Super Speed USB Type-A 5 Gbps Signaling Rate",1 x HDMI 1.4b,No,15.6,1920x1080,"Full HD SVA WLED Backlit Micro-Edge Anti-Glare Display (250 nits Brightness, 45% NTSC Color Gamut, 141 PPI)",Built-in Dual Speakers,Integrated Dual Array Digital Microphone,Realtek RTL8821CE 802.11b/g/n/ac (1x1),4.2,1.69,No,Full-Size Island-Style Natural Silver Keyboard with Numeric Keypad,N/A,No,HP True Vision HD Webcam,"HP Imagepad with Multi-Touch Gesture Support, Precision Touchpad Support",Upto 9 hours,N/A,N/A
827,ASUS,ROG Flow X13 (2021),N/A,GV301QH-K6463TS / GV301QH-K6028TS,Off Black,39786.02,2 in 1 Gaming Laptop,"Gaming, Processing & Multitasking",100 W AC Adapter,AMD,Ryzen 7,5800HS,2.8GHz with Turbo Boost Upto 4.4 GHz,16,1000,0,16,LPDDR4X,16,N/A,4266,NVIDIA,GTX 1650,4.5,Windows 10 Home,Yes,"1 x ROG XG Mobile Interface, 1 x USB 3.2 Gen 2 Type-A, 2 x Type C USB 3.2 Gen 2 with Power Delivery and Display Port",1 x HDMI 2.0b,Yes,13.4,1920x1200,"WUXGA LED Backlit LCD Glossy IPS-Level Touch Display with Adaptive Sync (16:10 Aspect Ratio, 120 Hz Refresh Rate, 300 nits Brightness, 1000:1 Contrast Ratio, 72% NTSC Color Gamut, 100% sRGB, 75% Adobe, 75% DCI-P3, Pantone Validated)",2 x 1 W Speaker with Smart Amp Technology,Built-in Array Microphone,Wi-Fi 6 (802.11ax) Dual Band (2x2),5.1,1.3,Yes,Backlit Chiclet Keyboard,Yes,No,720P HD Webcam,Touchpad,N/A,N/A,120 Hz
828,MSI,Modern 14,N/A,Modern 14 B11MO-092IN,Carbon Gray,28246.92,Thin and Light Laptop,Processing & Multitasking,65 W AC Adapter,Intel,Core i7,1165G7,1.2 GHz with Turbo Boost Upto 4.7 GHz,N/A,512,0,8,DDR4,N/A,N/A,N/A,Intel,Iris Xe,3,Windows 10 Home,Yes,"1 x Type-C USB 3.2 (Gen2 / DP), 2 x Type-A USB 3.2 Gen1",1 x HDMI,No,14,1920x1080,Full HD IPS Display (45% NTSC Color Gamut),Built-in Dual Speakers,Built-in Microphones,Intel Wi-Fi 6 AX201 (2x2 ax),5.1,1.3,No,Single Backlight Keyboard (White),Yes,No,HD type (30fps@720p),Touchpad,N/A,N/A,N/A
829,ASUS,ROG Flow X13 (2021),N/A,GV301QH-K5462TS,Off Black,47744.02,2 in 1 Gaming Laptop,"Gaming, Processing & Multitasking",100 W AC Adapter,AMD,Ryzen 9,5900HS,3 GHz with Turbo Boost Upto 4.6 GHz,20,1000,0,16,LPDDR4X,16,1 Slot,4266,NVIDIA,GTX 1650,4.5,Windows 10 Home,Yes,"1 x ROG XG Mobile Interface, 1 x USB 3.2 Gen 2 Type-A, 2 x Type C USB 3.2 Gen 2 with Power Delivery and Display Port",1 x HDMI 2.0b,Yes,13.4,3840x2400,"WQUXGA LED Backlit LCD Glossy IPS-Level Touch Display with Adaptive Sync (16:10 Aspect Ratio, 60 Hz Refresh Rate, 300 nits Brightness, 1000:1 Contrast Ratio, 82% NTSC Color Gamut, 116% sRGB, 86% Adobe, 85% DCI-P3, Pantone Validated)",2 x 1 W Speaker with Smart Amp Technology,Built-in Array Microphone,Wi-Fi 6 (802.11ax) Dual Band (2x2),5.1,1.3,Yes,Backlit Chiclet Keyboard,Yes,No,720P HD Webcam,Touchpad,N/A,N/A,60 Hz
830,ASUS,ROG Flow X13 (2021),N/A,GV301QH-K5062TS/GV301QH-K5460TS,Off Black,51723.02,2 in 1 Gaming Laptop,"Processing & Multitasking, Gaming",100 W AC Adapter,AMD,Ryzen 9,5900HS,3 GHz with Turbo Boost Upto 4.6 GHz,20,1000,0,32,LPDDR4X,32,N/A,4266,NVIDIA,GTX 1650,4.5,Windows 10 Home,Yes,"1 x ROG XG Mobile Interface, 1 x USB 3.2 (2nd Gen) Type A, 2 x USB 3.2 Type C (2nd Gen) with Power Delivery and Display Port",1 x HDMI Port (v2.0),Yes,13.4,3840x2400,"WQUXGA LED Backlit LCD Glossy IPS-Level Touch Display with Adaptive Sync (16:10 Aspect Ratio, 60 Hz Refresh Rate, 300 nits Brightness, 1000:1 Contrast Ratio, 82% NTSC Color Gamut, 116% sRGB, 86% Adobe, 85% DCI-P3, Pantone Validated)",Built-in Dual Speakers,Built-in Array Microphones,IEEE 802.11ax (Wi-Fi 6),5.1,1.3,Yes,Backlit Chiclet Keyboard,Yes,No,720P HD Webcam,Touchpad,N/A,N/A,60 Hz
831,Lenovo,ThinkPad E15,N/A,E15,Black,26257.42,Laptop,Processing & Multitasking,45 W AC Adapter,Intel,Core i5,1135G7,2.4 GHz with Turbo Boost Upto 4.2 GHz,8,512,0,8,DDR4,N/A,N/A,N/A,Intel,UHD,2,Windows 10 Home,N/A,"1 x USB 2.0, 1 x USB 3.2 Gen 1 (Always On), 1 x Thunderbolt 4, USB 4 40 Gbps (Support Data Transfer, Power Delivery 3.0 and Display Port 1.4)",N/A,No,15.6,1920x1080,Full HD LED Anti-glare Display,N/A,N/A,"Intel Wireless-AC 9560, 802.11ac Dual Band (2x2) Wi-Fi",5.1,1.7,Yes,English Backlit Keyboard,Yes,No,720p (With Think Shutter),Touchpad,Upto 10.8 Hours,N/A,N/A
832,DELL,Inspiron,N/A,Inspiron 5518,Silver,30438.95,Thin and Light Laptop,Processing & Multitasking,N/A,Intel,Core i5,11300H,Max Turbo Frequency upto 4.40 GHz,8,512,0,8,DDR4,32,2 Slots,3200,NVIDIA,MX450,3.5,Windows 10 Home,Yes,"2 x USB 3.2 Type A, 1 x USB 3.2 Type C",1 x HDMI Port (v1.4),No,15.6,1920x1080,FHD LED Backlit WVA Anti-glare Display,Built-in Speakers,Built-in Microphones,Intel Wi-Fi 6 2x2 (Gig+),5.1,1.65,Yes,English International Backlit Keyboard,Yes,No,HD Webcam,Touchpad,Upto 6 hours,N/A,N/A
833,ASUS,Intel EVO Zenbook Flip 13 OLED Touch Panel,N/A,UX363EA-HP502TS,Pine Grey,31828.02,2 in 1 Laptop,Processing & Multitasking,65W AC Adapter,Intel,Core i5,1135G7,2.4 GHz with Max Turbo Boost upto 4.2 GHz,8,512,0,8,DDR4,N/A,N/A,N/A,Intel,Iris Xe,3,Windows 10 Home,Yes,"1x USB 3.2 Gen 1 Type-A, 2x Thunderbolt 4 (supports display / power delivery)",1 x HDMI Port (v1.4),Yes,13.3,1920x1080,"Full HD OLED Glossy Display (400 nits Brightness, DCI-P3 100% Color Gamut, 16:9 Aspect Ratio)",Built in Speakers,Built-in array microphone (Harman Branded),Wi-Fi 6(802.11ax),5,1.3,No,Backlit Chiclet English Keyboard with Support NumberPad,Yes,No,HD IR Webcam,Touchpad,N/A,N/A,N/A
834,ASUS,VivoBook 15,N/A,X515JA-BR381T,Slate Grey,13524.62,Thin and Light Laptop,Processing & Multitasking,45 W AC Adapter,Intel,Core i3,1005G1,1.2 GHz with Turbo Boost Upto 3.4 GHz,4,0,1000,4,DDR4,N/A,N/A,N/A,Intel,UHD,2,Windows 10 Home,Yes,"1 x USB 3.2 (1st Gen) Type A, 1 x USB 3.2 (1st Gen) Type C, 2 x USB 2.0 Type A",1 x HDMI Port (v1.4),No,15.6,1366x768,"HD LED Backlit Anti-glare Display (16:9 Aspect Ratio, 45% NTSC Color Gamut, 200 nits Brightness, 83% Screen-to-body Ratio)",Built-in Speakers,Built-in Microphones,IEEE 802.11ac (1x1) (Wi-Fi 5),4.1,1.8,Yes,Chiclet Keyboard with Num-key,No,No,VGA Webcam (without Privacy Shutter),Touchpad,N/A,N/A,N/A
835,ASUS,TUF Gaming F15,N/A,FX506LH-HN258T,Black Plastic,23870.02,Gaming Laptop,"Gaming, Processing & Multitasking",150 W AC Adapter,Intel,Core i5,10300H,2.5 GHz to max turbo frequency at 4.5 Ghz,8,512,0,8,DDR4,N/A,2,2933,NVIDIA,GTX 1650,4.5,Windows 10 Home,Yes,"1x USB 2.0 Type-A, 2x USB 3.2 (Gen 1) Type-A, 1x Type C USB 3.2 (Gen 2) with Display Port and G-Sync",1x HDMI (v2.0b),No,15.6,1920x1080,"Full HD LED Backlit, IPS Anti-Glare Display (250nits Brightness, 144 Hz Refresh Rate, 45% NTSC Color Gamut, 62.5% sRGB)",Built in Speakers,Built-in array microphone,N/A,5.2,2.3,No,RGB Backlit Chiclet English Keyboard,Yes,10/100/1000,720P HD camera,Precision Touchpad with Multi-Gesture Support,N/A,No,144 Hz
836,ASUS,Vivobook Gaming,N/A,F571GT-BN913TS,Star Black,21880.52,Gaming Laptop,"Gaming, Processing & Multitasking",150W AC Adapter,Intel,Core i5,N/A,2.4 GHz with Turbo Boost Upto 4.1 GHz,8,512,0,8,DDR4,N/A,N/A,N/A,NVIDIA,GTX 1650,4.5,Windows 10 Home,Yes,"2 x USB 2.0 Type-A, 1 x USB 3.2 Gen 1 Type-A, 1 x USB 3.2 Gen 1 Type-C",1 x HDMI 1.4,No,15.6,1920x1080,"Full HD LED Backlit Anti-glare Display (300 nits Brightness, 100% sRGB Color Gamut, 80% Screen-to-body Ratio, IPS-level Panel)",Built-in Speaker,Built-in Microphone,Wi-Fi 6(802.11ax),5,2.14,Yes,Backlit Chiclet Keyboard with Num-key,Yes,No,720p HD Webcam (Without Privacy Shutter),Touchpad,N/A,Yes,N/A
837,ASUS,TUF Dash F15 (2021),N/A,FX516PM-HN156TS,Moonlight White,34812.27,Gaming Laptop,"Gaming, Processing & Multitasking",200 W AC Adapter,Intel,Core i5,11300H,3.1 GHz upto max turbo frequency at 4.4 Ghz,8,512,0,16,DDR4,N/A,1,3200,NVIDIA,RTX 3060,6,Windows 10 Home,Yes,"1x Type C USB 4 with Power Delivery, Display Port and Thunderbolt 4, 3x USB 3.2 (Gen 1) Type-A",1x HDMI (v2.0b),No,15.6,1920x1080,"Full HD LCD LED Backlit, IPS Anti-Glare Display (250nits Brightness, 144 Hz Refresh Rate, 45% NTSC Color Gamut, 62.5% sRGB)",Built in Dual Speakers,Built-in array microphone,Wi-Fi 6(802.11ax),5.1,2,No,Backlit Chiclet Keyboard,Yes,10/100/1000,No,Touchpad,N/A,Yes,144 Hz
